,name,genres,publisher,developer,price
247305,Saints Row IV - Stone Age Pack,"['Action', 'Adventure']",Deep Silver Volition,Deep Silver,2.99
247306,Saints Row IV - Bling Bling Pack,"['Action', 'Adventure']",Deep Silver Volition,Deep Silver,2.99
247307,Saints Row IV - Reverse Cosplay Pack,"['Action', 'Adventure']",Deep Silver Volition,Deep Silver,4.99
247308,Saints Row IV - Game On Pack,"['Action', 'Adventure']",Deep Silver Volition,Deep Silver,2.99
247309,Saints Row IV - College Daze Pack,"['Action', 'Adventure']",Deep Silver Volition,Deep Silver,1.99
247310,Gravi,"['Early Access', 'Indie']",Hashbang Games,0,4.99
247350,Artemis Spaceship Bridge Simulator,"['Action', 'Indie', 'Simulation']",0,0,6.99
247370,Mutant Mudds Deluxe,"['Action', 'Indie']",Renegade Kid,Good Shepherd Entertainment,9.99
247430,Hitman: Contracts,['Action'],Io-Interactive A/S,Io-Interactive A/S,6.99
247580,Magicka: Wizards of the Square Tablet,"['Action', 'Adventure', 'RPG']",Ludosity,Paradox Interactive,4.99
247660,Deadly Premonition: The Director's Cut,"['Action', 'Adventure']",Rising Star Games,Rising Star Games,24.99
247730,Nether: Resurrected,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Phosphor Games Studio,"Nether Productions, LLC",4.99
247870,Redshirt,"['Indie', 'RPG', 'Simulation', 'Strategy']",The Tiniest Shark,Positech,9.99
247910,Sniper Elite: Nazi Zombie Army 2,"['Action', 'Adventure']",0,Rebellion,14.99
247950,Sacred 3,"['Action', 'RPG']",Keen Games,Deep Silver,14.99
248160,Stronghold Kingdoms Starter Pack,"['Free to Play', 'Massively Multiplayer', 'Strategy']",FireFly Studios,FireFly Studios,19.99
248170,Clickteam Fusion 2.5,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",Clickteam,Clickteam,99.99
248190,Knytt Underground,"['Adventure', 'Indie']",Nifflas' Games,Ripstone,6.99
248270,Songs2See,"['Casual', 'Indie', 'Simulation']",Songquito UG,Songquito UG,14.99
248290,Reach for the Sun,"['Casual', 'Indie', 'Simulation', 'Strategy']",Filament Games,0,4.99
248310,Freedom Planet,"['Action', 'Indie']",GalaxyTrail,GalaxyTrail,14.99
248330,Dino Run DX,"['Action', 'Indie', 'Racing']",Pixeljam,Pixeljam,5.99
248350,Omegalodon,"['Action', 'Indie']",North of Earth,North of Earth,9.99
248370,Bridge It +,['Simulation'],Chronic Logic,Libredia,6.99
248390,Craft The World,"['Indie', 'RPG', 'Simulation', 'Strategy']",Dekovir Entertainment,Black Maple Games,18.99
248410,Legends of Aethereus,"['Action', 'Indie', 'RPG']",Three Gates,Three Gates,0.0
248450,Salvation Prophecy,"['Action', 'Indie', 'RPG', 'Simulation']",Firedance Games,0,19.99
248470,Doorways: Prelude,"['Action', 'Adventure', 'Indie']",Saibot Studios,Saibot Studios,9.99
248490,1953 - KGB Unleashed,['Adventure'],0,United Independent Entertainment GmbH,5.99
248510,Dominions 3: The Awakening,"['Indie', 'Strategy']",Illwinter Game Design,Illwinter Game Design,19.99
248530,Depth Hunter 2: Deep Dive,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",Biart Company LLC,Biart Company LLC,14.99
248550,Megabyte Punch,"['Action', 'Adventure', 'Indie']",Team Reptile,Team Reptile,14.99
248570,Toribash,"['Action', 'Free to Play', 'Indie', 'Strategy']",Nabi Studios,"Nicalis, Inc.",0.0
248610,Door Kickers,"['Action', 'Indie', 'Simulation', 'Strategy']",KillHouse Games,KillHouse Games,19.99
248630,Kingdoms Rise,"['Action', 'Indie', 'RPG', 'Early Access']",Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.,14.99
248650,Draw a Stickman: EPIC,"['Adventure', 'Casual', 'Indie']",Hitcents,Hitcents,3.99
248710,Iesabel,"['Action', 'Indie', 'RPG']",0,Forever Entertainment S. A.,4.99
248730,A Walk in the Dark,"['Action', 'Indie']",0,0,6.99
248750,Rocksmith® 2014 - The Smashing Pumpkins  - “Cherub Rock”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
248800,Dysfunctional Systems: Learning to Manage Chaos,"['Adventure', 'Casual', 'Indie', 'RPG']",Dischan Media,Dischan Media,4.99
248820,Risk of Rain,"['Action', 'Indie', 'RPG']","Hopoo Games, LLC",Chucklefish,9.99
248860,NEO Scavenger,"['Indie', 'RPG', 'Strategy']",Blue Bottle Games,Blue Bottle Games,14.99
248970,Vector,"['Action', 'Indie']",0,Nekki GmbH,6.99
249050,Dungeon of the Endless™,"['Adventure', 'Indie', 'RPG', 'Strategy']",AMPLITUDE Studios,SEGA,11.99
249081,CoH 2 - Soviet Commander: Counterattack Tactics,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249082,CoH 2 - Soviet Commander: Soviet Industry Tactics,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249083,CoH 2 - Soviet Commander: Urban Defense Tactics,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249085,CoH 2 - German Commander: Mechanized Assault Doctrine,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249086,CoH 2 - German Commander: Osttruppen Doctrine,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249087,CoH 2 - German Commander: Luftwaffe Supply Doctrine,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249088,CoH 2 - German Commander: Elite Troops Doctrine,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249090,CoH 2 - Soviet Commander: Partisan Tactics,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249092,CoH 2 - Soviet Commander: Tank Hunter Tactics,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249094,CoH 2 - German Commander: Encirclement Doctrine,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3.99
249100,COH 2 - German Skin: (L) Voronezh Improvised Pattern,['Strategy'],Relic Entertainment,0,1.99
249101,COH 2 - German Skin: (M) Voronezh Improvised Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249102,COH 2 - German Skin: (H) Voronezh Improvised Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249103,COH 2 - German Skin: (L) Case Blue Summer Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249104,COH 2 - German Skin: (M) Case Blue Summer Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249105,COH 2 - German Skin: (H) Case Blue Summer Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249106,COH 2 - German Skin: (L) Stalingrad Winter Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249107,COH 2 - German Skin: (M) Stalingrad Winter Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249108,COH 2 - German Skin: (H) Stalingrad Winter Pattern,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249109,CoH 2 - Soviet Skin: (L) Two Tone Don Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249110,CoH 2 - Soviet Skin: (M) Two Tone Don Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249111,CoH 2 - Soviet Skin: (H) Two Tone Don Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249112,CoH 2 - Soviet Skin: (L) Two Tone Spring Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249113,CoH 2 - Soviet Skin: (M) Two Tone Spring Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249114,CoH 2 - Soviet Skin: (H) Two Tone Spring Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249115,CoH 2 - Soviet Skin: (L) Makeshift Sand Southern Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249116,CoH 2 - Soviet Skin: (M) Makeshift Sand Southern Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249117,CoH 2 - Soviet Skin: (H) Makeshift Sand Southern Front,['Strategy'],"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.99
249130,LEGO® Marvel™ Super Heroes,"['Action', 'Adventure']",Traveller's Tales,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",19.99
249170,DARK - Cult of the Dead DLC,"['Action', 'RPG']",Realmforge Studios,0,5.99
249180,The Sims 3 - Into the Future,['Simulation'],The Sims Studio,Electronic Arts,19.99
249181,The Sims 3 - Movie Stuff,['Simulation'],The Sims Studio,0,19.99
249190,Ancient Space,['Strategy'],CreativeForge Games,Paradox Interactive,19.99
249230,Risen 3 - Titan Lords,['RPG'],Piranha Bytes,Deep Silver,14.99
249310,DCS: Mi-8 MTV2 Magnificent Eight,['Simulation'],Belsimtek,"Eagle Dynamics SA, The Fighter Collection",49.99
249320,DCS: Flaming Cliffs 3,['Simulation'],Eagle Dynamics SA,The Fighter Collection,39.99
249330,Unholy Heights,"['Indie', 'Simulation', 'Strategy']",Petit Depotto,AGM PLAYISM,3.99
249360,Zafehouse: Diaries,"['Indie', 'RPG', 'Simulation', 'Strategy']",Screwfly Studios,Screwfly Studios,1.99
249550,NEStalgia,"['Indie', 'Massively Multiplayer', 'RPG']",Silk Games,Silk Games,9.99
249570,The Castle Doctrine,"['Indie', 'Massively Multiplayer', 'Strategy']",Jason Rohrer,Jason Rohrer,15.99
249590,Teslagrad,['Indie'],Rain Games,Rain Games,9.99
249610,Galactic Arms Race,"['Action', 'Casual', 'Indie']",Evolutionary Games,Evolutionary Games,2.99
249630,Delver,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Priority Interrupt,0,7.99
249650,Blackguards,"['Indie', 'RPG', 'Strategy']",Daedalic Entertainment,Daedalic Entertainment,19.99
249680,Marlow Briggs and the Mask of Death,"['Action', 'Adventure']",Zootfly,505 Games,4.99
249730,Tom Clancy’s Splinter Cell Blacklist - High Power Pack DLC,"['Action', 'Adventure']",Ubisoft Toronto,0,2.99
249870,Scribblenauts Unmasked: A DC Comics Adventure,"['Action', 'Adventure', 'Casual', 'Strategy']",5th Cell Media,Warner Bros. Interactive Entertainment,19.99
249910,Forge - Starter Pack,"['Action', 'Indie', 'RPG']",Dark Vale Games,0,6.99
249911,Forge - Limited Edition Starter Pack,"['Action', 'Free to Play', 'Indie', 'RPG']",Dark Vale Games,0,14.99
249912,Forge - Divine Starter Pack,"['Action', 'Indie', 'RPG']",Dark Vale Games,0,39.99
249913,Forge - PvP Pro Pack,"['Action', 'Indie', 'RPG']",Dark Vale Games,0,9.99
249920,RPG Maker VX Ace - Futuristic Atmospheres,"['Design &amp; Illustration', 'Web Publishing']",Degica,Degica,12.99
249921,RPG Maker VX Ace - High Fantasy Main Party Pack 1,"['Design &amp; Illustration', 'Web Publishing']",Degica,Degica,11.99
249922,RPG Maker VX Ace - Egyptian Myth Battlers,"['Design &amp; Illustration', 'Web Publishing']",Degica,Degica,9.99
249923,RPG Maker VX Ace - Arabian Nights,"['Design &amp; Illustration', 'Web Publishing']",Degica,Degica,9.99
249930,A-Train 8,['Simulation'],ARTDINK,Degica,19.99
249950,Forge Quest,"['Action', 'Adventure', 'Indie', 'RPG']",0,0,9.99
249990,FORCED: Slightly Better Edition,"['Action', 'Adventure', 'Indie', 'RPG']",BetaDwarf,BetaDwarf,14.99
250030,Lilly Looking Through,"['Adventure', 'Indie']",Geeta Games,0,9.99
250050,Life Goes On: Done to Death,"['Action', 'Adventure', 'Casual', 'Indie']",Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,12.99
250070,TorqueL,"['Action', 'Indie']","Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com,sanodg (Nobuyoshi Sano)",FullPowerSideAttack.com,9.99
250110,Assault Android Cactus,"['Action', 'Indie']",Witch Beam,Witch Beam,14.99
250180,METAL SLUG 3,['Action'],"SNK CORPORATION,DotEmu",SNK CORPORATION,7.99
250260,Jazzpunk: Director's Cut,"['Adventure', 'Indie']",Necrophone Games,Necrophone Games,14.99
250300,F-15C for DCS World,['Simulation'],Eagle Dynamics SA,The Fighter Collection,9.99
250320,The Wolf Among Us,['Adventure'],Telltale Games,Telltale Games,24.99
250340,Blockland,"['Action', 'Indie', 'Simulation']","Eric Hartman,Ben Garney,Anthony Rotondo",Blockland LLC,9.99
250360,MovieWriterPro,"['Utilities', 'Video Production']",The Writer Zone,The Writer Zone,29.99
250380,Knock-knock,['Indie'],Ice-Pick Lodge,Ice-Pick Lodge,9.99
250400,How to Survive,"['Action', 'Adventure', 'RPG']",Eko Software,505 Games,14.99
250420,8BitMMO,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Archive Entertainment,Archive Entertainment,0.0
250440,Tetrapulse,"['Action', 'Indie']",The Amiable,Lunar Giant Studios,0.0
250460,Bridge Constructor,"['Casual', 'Indie', 'Simulation']",ClockStone,Headup Games,9.99
250500,Super Amazing Wagon Adventure,"['Action', 'Adventure', 'Indie']",sparsevector,sparsevector,2.99
250520,UnderRail,"['Indie', 'RPG']",Stygian Software,Stygian Software,14.99
250540,C-Wars,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",Onipunks Studio Inc.,Onipunks Studio Inc.,12.99
250560,Fight The Dragon,"['Indie', 'RPG']",3 Sprockets,3 Sprockets,9.99
250580,Paranautical Activity: Deluxe Atonement Edition,"['Action', 'Indie', 'RPG']",Digerati Distribution,Digerati Distribution,9.99
250600,The Plan,"['Casual', 'Free to Play', 'Indie']",Krillbite Studio,Krillbite Studio,0.0
250620,Among the Sleep - Enhanced Edition,"['Action', 'Adventure', 'Indie']",Krillbite Studio,Krillbite Studio,16.99
250640,Croixleur Sigma,"['Action', 'Indie']",souvenir circ.,Nyu Media,7.99
250660,Bunny Must Die! Chelsea and the 7 Devils,"['Action', 'Adventure', 'Indie']",Platine Dispositif,"Rockin' Android, Rockin Android",9.99
250700,Super Time Force Ultra,"['Action', 'Indie']",Capybara Games,Capybara Games,14.99
250720,Starlight Inception™,"['Action', 'Indie', 'Simulation']","Escape Hatch Entertainment, LLC","Escape Hatch Entertainment, LLC",9.99
250760,Shovel Knight: Treasure Trove,"['Action', 'Adventure', 'Indie']",Yacht Club Games,Yacht Club Games,24.99
250810,LOST PLANET® 3 - Hi Res Movies,['Action'],Spark Unlimited,0,39.99
250900,The Binding of Isaac: Rebirth,['Action'],"Nicalis, Inc.","Nicalis, Inc.",14.99
250930,Ship Simulator Extremes: Inland Shipping,['Simulation'],VStep,Paradox Interactive,7.99
250990,DCS: Fw 190 D-9 Dora,['Simulation'],Eagle Dynamics SA,The Fighter Collection,49.99
251020,Railroad X,['Simulation'],"TREND, Soft Pro",Koch Media,39.99
251060,Wargame: Red Dragon,['Strategy'],Eugen Systems,Focus Home Interactive,29.99
251080,Awesomenauts - Abyssal Swiggins Skin,"['Action', 'Indie', 'Strategy']",Ronimo Games,0,4.99
251081,"Awesomenauts - Admiral Swiggins, PHD Skin","['Action', 'Indie', 'Strategy']",Ronimo Games,0,2.49
251110,INFRA,"['Adventure', 'Indie']",Loiste Interactive,Loiste Interactive,24.99
251130,Chroma Squad,"['Indie', 'RPG', 'Strategy']",Behold Studios,Behold Studios,14.99
251150,The Legend of Heroes: Trails in the Sky,['RPG'],Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",19.99
251170,Damned,['Adventure'],9heads Game Studios,9heads Game Studios,9.99
251210,Hive,"['Casual', 'Indie', 'Strategy']",BlueLine Games,BlueLine Games,9.99
251230,Livelock,"['Action', 'Adventure', 'Indie']",Tuque Games,Perfect World Entertainment,9.99
251270,Corpse Party,"['Adventure', 'Indie', 'RPG']",GrisGris,"XSEED Games, Marvelous USA, Inc.",14.99
251290,The Legend of Heroes: Trails in the Sky SC,['RPG'],Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",29.99
251310,Eleusis,"['Adventure', 'Indie']",Nocturnal works,Nocturnal works,14.99
251370,Escape Goat,"['Action', 'Indie']",MagicalTimeBean,MagicalTimeBean,4.99
251390,Call of Cthulhu: The Wasted Land,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Red Wasp Design Ltd,Red Wasp Design Ltd,0.0
251410,Dark Matter,"['Action', 'Indie']",InterWave Studios,Iceberg Interactive,9.99
251430,The Inner World,"['Adventure', 'Indie']",Studio Fizbin,Headup Games,14.99
251450,Heroes of Havoc: Idle Adventures,"['Free to Play', 'RPG']",Kiz Studios,Kiz Studios,0.0
251470,TowerFall Ascension,"['Action', 'Indie']",Matt Thorson,Matt Makes Games Inc.,14.99
251490,Gravity Ghost,['Indie'],Ivy Games,Ivy Games,14.99
251510,Constant C,"['Action', 'Casual', 'Indie']","International Games System, Co., LTD.","International Games System, Co., LTD.",9.99
251530,Anomaly Korea,"['Action', 'Strategy']",11 bit studios,11 bit studios,4.99
251630,The Impossible Game,['Indie'],Grip Games,FlukeDude,4.99
251690,Speedball 2 HD,"['Action', 'Indie', 'Sports']",Vivid Games,Mastertronic,9.99
251710,Chainsaw Warrior,"['Adventure', 'Indie', 'RPG', 'Strategy']",Auroch Digital,Auroch Digital,4.99
251730,Legend of Grimrock 2,"['Adventure', 'Indie', 'RPG']",Almost Human Games,Almost Human Games,23.99
251770,Shadow Man,['Action'],Acclaim Studios Teeside,Nightdive Studios,4.99
251810,Leadwerks Game Engine,"['Animation & Modeling', 'Game Development', 'Design & Illustration', 'Software Training', 'Education', 'Utilities', 'Software', 'GameMaker', 'Sandbox', 'First-Person']",0,0,99.99
251830,Stick it to The Man!,"['Action', 'Adventure', 'Indie']",Zoink Games,Ripstone,7.99
251850,Master Reboot,"['Action', 'Adventure', 'Indie']",Wales Interactive,Wales Interactive,14.99
251870,Go! Go! Nippon! ~My First Trip to Japan~,['Adventure'],OVERDRIVE,MangaGamer,9.99
251890,World of Diving,"['Early Access', 'Simulation', 'Adventure', 'Underwater', 'Exploration', 'VR', 'Multiplayer', 'Indie', 'Open World', 'Co-op', 'Singleplayer', 'Relaxing', 'First-Person', 'Female Protagonist', 'Atmospheric']",0,0,19.99
251910,Solar Flux,"['Indie', 'Strategy']",Firebrand Games,Firebrand Games,9.99
251950,WWII Online,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access']",Cornered Rat Software,Cornered Rat Software,7.99
251990,Long Live The Queen,"['Indie', 'RPG', 'Simulation', 'Strategy']",Hanako Games,Hanako Games,9.99
252010,Oniken: Unstoppable Edition,"['Action', 'Indie']",JoyMasher,JoyMasher,4.99
252030,Valdis Story: Abyssal City,"['Action', 'Indie', 'RPG']",0,Endlessfluff Games,14.99
252070,Gimbal,"['Action', 'Indie']",8888888 LABS,8888888 LABS,14.99
252110,Lovers in a Dangerous Spacetime,"['Action', 'Indie', 'Simulation']",Asteroid Base,Asteroid Base,14.99
252130,Divide By Sheep,"['Adventure', 'Casual', 'Indie']","Victor Solodilov,Denis Novikov",tinyBuild,4.99
252150,Grimm,"['Casual', 'Indie']",Spicyhorse Games,Spicyhorse Games,3.99
252170,Anomaly Warzone Earth Mobile Campaign,"['Action', 'Strategy']",11 bit studios,11 bit studios,4.99
252230,YAIBA: NINJA GAIDEN Z,"['Action', 'Adventure']","Spark Unlimited,comcept Inc.,Team NINJA","KOEI TECMO GAMES CO., LTD.",29.99
252250,Maia,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Simon Roth,Machine Studios,24.99
252270,Zombie Tycoon 2: Brainhov's Revenge,"['Action', 'Indie', 'Strategy']",Frima Studio,Frima Studio,4.99
252290,Elegy for a Dead World,"['Adventure', 'Indie']","Dejobaan Games, LLC,Popcannibal","Dejobaan Games, LLC",14.99
252310,Syder Arcade,"['Action', 'Indie']",Studio Evil,Studio Evil,9.99
252330,Slender: The Arrival,"['Action', 'Adventure', 'Indie']",Blue Isle Studios,"Midnight City, Majesco Entertainment",9.99
252350,Double Dragon: Neon,"['Action', 'Indie']","WayForward,Abstraction Games","Midnight City, Majesco Entertainment",9.99
252370,The Shivah,"['Adventure', 'Indie']",0,Wadjet Eye Games,4.99
252390,DwarfCorp,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Completely Fair Games LLC,Completely Fair Games LLC,19.99
252410,SteamWorld Dig,"['Action', 'Adventure', 'Indie']",Image &amp; Form,Image &amp; Form,9.99
252430,Dusty Revenge:Co-Op Edition,"['Action', 'Indie']",PD Design Studio,PD Design Studio,14.99
252450,StarDrive 2,"['Indie', 'Strategy']",Zero Sum Games,Iceberg Interactive,29.99
252470,Space Pirates And Zombies 2,"['Space', 'Action', 'Strategy', 'Indie', 'RPG', 'Open World', 'Zombies', 'Simulation', 'Adventure', 'Pirates', 'Sci-fi', 'Survival', 'Building', 'Multiplayer', 'Singleplayer', 'Procedural Generation', 'Sandbox', 'VR', 'Co-op']",0,0,19.99
252490,Rust,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Facepunch Studios,Facepunch Studios,19.99
252530,OMSI 2: Steam Edition,['Simulation'],MR-Software GbR,Aerosoft GmbH,34.99
252550,Qbeh-1: The Atlas Cube,"['Adventure', 'Casual', 'Indie']",Liquid Flower,Digital Tribe,9.99
252570,Depths of Fear :: Knossos,"['Action', 'Adventure', 'Indie']",Dirigo Games,Digital Tribe,5.99
252610,Death Road to Canada,"['Action', 'Indie', 'RPG']","Rocketcat Games,Madgarden",Rocketcat Games,14.99
252630,Eldritch,"['Action', 'Adventure', 'Indie', 'RPG']",Minor Key Games,Minor Key Games,14.99
252670,Nihilumbra,"['Adventure', 'Casual', 'Indie']",BeautiFun Games,BeautiFun Games,7.99
252690,Fantasy Grounds,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC","SmiteWorks USA, LLC",39.99
252710,The Last Express Gold Edition,['Adventure'],DotEmu,DotEmu,6.99
252730,YOU DON'T KNOW JACK Vol. 1 XL,"['Casual', 'Indie']","Jackbox Games, Inc.","Jackbox Games, Inc.",2.99
252750,MouseCraft,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Crunching Koalas,Crunching Koalas,9.99
252770,Vox,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",0,0,9.99
252830,Claire,"['Action', 'Adventure', 'Indie']",Hailstorm Games,Hailstorm Games,9.99
252850,Streamline,"['Action', 'Indie', 'Sports', 'Early Access']",Proletariat Inc.,Proletariat Inc.,19.99
252870,PULSAR: Lost Colony,"['Early Access', 'Space', 'Co-op', 'Simulation', 'Adventure', 'Open World', 'Space Sim', 'Action', 'Multiplayer', 'Survival', 'Indie', 'Sci-fi', 'Online Co-Op', 'Exploration', 'First-Person', 'Sandbox', 'Singleplayer', 'FPS', 'Rogue-like', 'Strategy']",0,0,24.99
252890,Dracula: Love Kills,"['Adventure', 'Casual']",Waterlily Games,Frogwares,9.99
252910,Skyscraper Simulator,['Simulation'],"United Independent Entertainment GmbH,Actalogic",Libredia,3.99
252950,Rocket League®,"['Action', 'Indie', 'Racing', 'Sports']","Psyonix, Inc.","Psyonix, Inc.",19.99
253030,Race The Sun,"['Racing', 'Indie', 'Singleplayer', 'Action', 'Fast-Paced', 'Sci-fi', 'Casual', 'Minimalist', 'Arcade', 'Kickstarter', 'Difficult', 'Controller', 'Runner', 'Perma Death', 'Great Soundtrack', 'Flight', 'VR', 'Atmospheric']",0,0,9.99
253050,Camtasia - Subscription,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production']",TechSmith Corporation,TechSmith Corporation,0.0
253110,The Cat Lady,"['Adventure', 'Indie']",Harvester Games,Screen 7,9.99
253150,Halfway,"['Action', 'Indie', 'RPG', 'Strategy']",Robotality,Chucklefish,12.99
253190,Kingdom Wars 2: Battles,"['Indie', 'Simulation', 'Strategy']",Reverie World Studios,0,13.99
253230,A Hat in Time,"['Adventure', 'Indie']",Gears for Breakfast,Gears for Breakfast,29.99
253250,Stonehearth,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Radiant Entertainment,(none),24.99
253290,FOTONICA,"['Action', 'Indie']",Santa Ragione,Santa Ragione,14.99
253310,Fester Mudd: Curse of the Gold - Episode 1,['Adventure'],0,0,9.99
253330,Neverending Nightmares,"['Action', 'Adventure', 'Indie']",Infinitap Games,Infinitap Games,14.99
253350,Tiny Barbarian DX,"['Action', 'Adventure']",StarQuail Games,"Nicalis, Inc",29.99
253370,Axis Game Factory's AGFPRO v3,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Axis Game Factory LLC,Axis Game Factory LLC,19.99
253390,Hot Tin Roof: The Cat That Wore A Fedora,"['Action', 'Adventure', 'Indie', 'RPG']",Glass Bottom Games,Glass Bottom Games,14.99
253410,Ravensword: Shadowlands,"['Action', 'Adventure', 'Indie', 'RPG']",Crescent Moon Games,Crescent Moon Games,6.99
253490,CABAL Online,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",ESTsoft Corp.,ESTsoft Inc.,0.0
253510,WARMACHINE: Tactics,"['Indie', 'Strategy']",WhiteMoon Dreams,Privateer Press Interactive,0.0
253530,Fortress Forever,"['Action', 'Free to Play', 'Indie']","Fortress Forever Development Team,Trepid Studios",Fortress Forever,0.0
253570,Gentlemen!,"['Action', 'Indie']",Lucky Frame,Blazing Griffin Ltd.,4.99
